,Parent KZA,Daughter KZA,Emitted Particles,Non-Zero Groups,Cross Sections
33,821900,791850,dα,175,"[2.377982e-08, 4.364797e-09, 2.656026e-09, 1.240517e-09, 2.5064e-10, 1.35805e-10, 7.82261e-11, 4.40822e-11, 2.55212e-11, 1.31027e-11, 4.15827e-12, 1.73119e-12, 6.71921e-13, 1.64352e-13, 3.8902e-14, 9.01648e-15, 1.96148e-15, 4.22648e-16, 8.11318e-17, 5.54492e-18, 6.35819e-19, 9.79458e-20, 1.82691e-20, 1.00305e-20, 1.00001e-20, 1.00001e-20, 1.00001e-20, 1.00002e-20, 1.00003e-20, 1.00003e-20, 1.00003e-20, 1.00004e-20, 1.00004e-20, 1.00005e-20, 1.00006e-20, 1.00006e-20, 1.00007e-20, 1.00007e-20, 1.00008e-20, 1.00008e-20, 1.00008e-20, 1.00008e-20, 1.00008e-20, 1.00009e-20, 1.00009e-20, 1.00009e-20, 1.00009e-20, 1.00009e-20, 1.00009e-20, 1.00009e-20, 1.0001e-20, 1.0001e-20, 1.0001e-20, 1.0001e-20, 1.0001e-20, 1.0001e-20, 1.0001e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00011e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00012e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00013e-20, 1.00016e-20, 1.0006e-20, 1.00293e-20]"
34,260560,260560,n,66,"[0.344689, 0.4061666, 0.4360438, 0.4869724, 0.6074393, 0.6638293, 0.7233355, 0.7924288, 0.8680924, 0.9514512, 1.093738, 1.190544, 1.283128, 1.348084, 1.391203, 1.415421, 1.435903, 1.449817, 1.462867, 1.47611, 1.489202, 1.493042, 1.499604, 1.502794, 1.500223, 1.499152, 1.502073, 1.500157, 1.486594, 1.484068, 1.486953, 1.480762, 1.442465, 1.398125, 1.362345, 1.287387, 1.25451, 1.214427, 1.160705, 1.115574, 1.023876, 1.034776, 1.031994, 1.018446, 1.013685, 1.007024, 0.9939578, 0.9727435, 0.965294, 0.7926495, 0.753647, 0.5891938, 0.6485396, 0.6784876, 0.8765991, 0.6230226, 0.6590935, 0.4256469, 0.4129697, 0.4690955, 0.4868818, 0.3810325, 0.4010666, 0.2013596, 0.218224, 0.0003953926]"
35,260560,260550,2n,14,"[0.6522489, 0.653905, 0.6448039, 0.6244965, 0.5581573, 0.5220247, 0.4813138, 0.4318246, 0.375644, 0.3133155, 0.2056885, 0.1311479, 0.0567329, 0.004330968]"
36,260560,240520,nα,22,"[0.02317679, 0.01281603, 0.01010706, 0.006578682, 0.002259136, 0.001400526, 0.000865186, 0.0004969128, 0.0003308043, 0.0001993832, 5.058494e-05, 2.97202e-05, 1.125597e-05, 3.771089e-06, 2.458534e-07, 4.916784e-09, 4.81832e-11, 3.67085e-11, 2.57917e-11, 1.54053e-11, 5.52426e-12, 4.04944e-14]"
37,260560,250550,np,16,"[0.2130769, 0.1668977, 0.1515794, 0.1291958, 0.08988061, 0.07670495, 0.06503772, 0.05336714, 0.04306864, 0.03227433, 0.01660368, 0.008873159, 0.002279857, 0.0005897684, 4.381601e-06, 2.292772e-09]"
38,260560,220480,n2α,2,"[7.99162e-19, 3.05586e-21]"
39,260560,250540,nd,1,[5.818768e-09]
40,260560,240540,n2p,1,[1.04226e-12]
41,260560,230510,npα,1,[1.42087e-18]
42,260560,260561,n,66,"[0.04308692, 0.04660534, 0.0479017, 0.04988587, 0.05360578, 0.05503404, 0.05636324, 0.05775836, 0.05920408, 0.06078001, 0.06361338, 0.06569372, 0.06816552, 0.07166884, 0.07525643, 0.07922228, 0.08301813, 0.08623463, 0.0897623, 0.09409802, 0.0991738, 0.1049247, 0.1118544, 0.1196041, 0.1251302, 0.1297076, 0.1393318, 0.1510907, 0.1646327, 0.1824225, 0.2024298, 0.2264298, 0.2529906, 0.3047575, 0.4009072, 0.5465445, 0.6668093, 0.7580856, 0.8336463, 0.8801436, 0.9230031, 0.9615557, 0.9792582, 0.9756343, 0.9741145, 0.9718305, 0.9673497, 0.9601187, 0.965294, 0.7926495, 0.753647, 0.5891938, 0.6485396, 0.6784876, 0.8765991, 0.6230226, 0.6590935, 0.4256469, 0.4129697, 0.4690955, 0.4868818, 0.3810325, 0.4010666, 0.2013596, 0.218224, 0.0003953926]"
43,260560,260562,n,48,"[0.0002350773, 0.0002868573, 0.0003125273, 0.0003570517, 0.0004698582, 0.0005299938, 0.000597386, 0.0006830612, 0.0008081202, 0.0009532808, 0.001316346, 0.00168604, 0.002267489, 0.003511514, 0.005244241, 0.008381327, 0.01115508, 0.01267322, 0.01439591, 0.01662841, 0.01934022, 0.02245882, 0.02624595, 0.03045036, 0.033413, 0.03585932, 0.04097036, 0.04704539, 0.05376035, 0.06217894, 0.07160049, 0.08258215, 0.09425971, 0.1134369, 0.1399512, 0.1644646, 0.1696944, 0.1698181, 0.1550641, 0.1256444, 0.09891453, 0.07322065, 0.05273597, 0.04281136, 0.03956998, 0.03519341, 0.02660781, 0.0126247]"
44,260560,260563,n,41,"[0.001526753, 0.00175561, 0.001847379, 0.001993025, 0.002292769, 0.002421992, 0.002551221, 0.002698017, 0.002875661, 0.003075477, 0.003497725, 0.003871392, 0.004388216, 0.005335849, 0.006504299, 0.008265413, 0.01004214, 0.01142792, 0.01307655, 0.0153559, 0.01825027, 0.02171396, 0.02618168, 0.0313777, 0.03518223, 0.03840474, 0.04549779, 0.05409603, 0.06407554, 0.07689908, 0.09151503, 0.1078025, 0.124447, 0.1502463, 0.1835803, 0.2079654, 0.1956541, 0.1839759, 0.1716712, 0.1099072, 0.002029159]"
45,260560,260564,n,39,"[1.842914e-06, 4.474484e-06, 6.528292e-06, 1.062979e-05, 2.413121e-05, 3.29706e-05, 4.390093e-05, 5.917188e-05, 8.503938e-05, 0.0001157216, 0.0002066863, 0.0003096422, 0.0005091402, 0.001019796, 0.001968238, 0.005070441, 0.007491012, 0.007580345, 0.00805574, 0.00909866, 0.01034267, 0.01204345, 0.01408902, 0.01643045, 0.01816274, 0.01948211, 0.02172481, 0.02448314, 0.02765935, 0.03151461, 0.03615063, 0.04022417, 0.04329062, 0.0479245, 0.05195994, 0.05141802, 0.0399953, 0.02382123, 0.0003237194]"
46,260560,260565,n,38,"[0.0001553711, 0.0001680413, 0.0001746611, 0.0001863003, 0.0002163007, 0.0002322518, 0.0002499281, 0.0002719884, 0.0003027833, 0.0003382664, 0.0004207788, 0.00050027, 0.0006145495, 0.0008350848, 0.00110979, 0.0015214, 0.002175784, 0.002943783, 0.003875151, 0.005193321, 0.006899754, 0.009008533, 0.01176292, 0.01511999, 0.01770819, 0.01988438, 0.02459365, 0.03055943, 0.03814547, 0.04786821, 0.05889799, 0.07227756, 0.08612762, 0.1058723, 0.1252426, 0.1358663, 0.1213344, 0.07872587]"
47,260560,260566,n,37,"[4.017238e-06, 8.641965e-06, 1.170334e-05, 1.743114e-05, 3.37523e-05, 4.299453e-05, 5.347395e-05, 6.678735e-05, 8.579692e-05, 0.0001077767, 0.000159628, 0.0002101583, 0.0002834744, 0.0004265987, 0.000606416, 0.000879259, 0.001319153, 0.001838201, 0.002471885, 0.003376509, 0.004555877, 0.006026695, 0.007964335, 0.01034622, 0.0121957, 0.01375618, 0.01715654, 0.02147841, 0.02700403, 0.03407639, 0.04206646, 0.05161502, 0.06124981, 0.07338927, 0.08103361, 0.080432, 0.04921196]"
48,260560,260567,n,37,"[0.0001637705, 0.0001771593, 0.0001845825, 0.0001978311, 0.0002327399, 0.0002515043, 0.0002723347, 0.0002983176, 0.0003344153, 0.0003759733, 0.0004715133, 0.0005626966, 0.0006917988, 0.0009360905, 0.001234431, 0.001666668, 0.002320169, 0.003070938, 0.00395267, 0.005146268, 0.006634234, 0.008392974, 0.01059294, 0.01316397, 0.01507658, 0.01665062, 0.01990799, 0.0239197, 0.02863728, 0.03428482, 0.04033233, 0.04667991, 0.05225427, 0.05706806, 0.05355318, 0.03424293, 0.01181059]"
49,260560,260568,n,36,"[0.002742148, 0.002844628, 0.002881643, 0.002938011, 0.003044504, 0.003087268, 0.003128857, 0.003175084, 0.003229583, 0.00329059, 0.003416962, 0.003526607, 0.003674126, 0.003934127, 0.004241155, 0.004669113, 0.00530843, 0.00604181, 0.006914434, 0.00812877, 0.009693823, 0.01160269, 0.01411555, 0.01717471, 0.01952363, 0.02149195, 0.02572201, 0.0310098, 0.03743122, 0.04523329, 0.053612, 0.06236691, 0.06995727, 0.07580289, 0.07471305, 0.03860314]"
50,260560,260569,n,36,"[0.0005134894, 0.0005218654, 0.0005263075, 0.000534102, 0.0005541233, 0.0005648252, 0.0005767394, 0.00059166, 0.0006125229, 0.0006365635, 0.0006915919, 0.0007439218, 0.0008166109, 0.0009506805, 0.001109044, 0.001324307, 0.001615581, 0.001932944, 0.002276225, 0.002687032, 0.003146876, 0.003617482, 0.004138693, 0.004678938, 0.005037213, 0.005317036, 0.005830017, 0.006406815, 0.00691763, 0.007393335, 0.00778152, 0.007833215, 0.007482847, 0.005778563, 0.002683019, 0.0003272879]"
51,260560,260570,n,36,"[7.477278e-06, 1.593511e-05, 2.147503e-05, 3.180519e-05, 6.104549e-05, 7.750898e-05, 9.611789e-05, 0.0001196778, 0.0001530932, 0.0001916875, 0.00028181, 0.0003689254, 0.0004936091, 0.0007328641, 0.001028121, 0.001462911, 0.002135297, 0.002915319, 0.003846315, 0.005136907, 0.006781913, 0.008780379, 0.01134319, 0.01440182, 0.01671668, 0.01863022, 0.02262632, 0.02755556, 0.03329734, 0.03994339, 0.04678479, 0.05315744, 0.05788085, 0.05882355, 0.05088887, 0.013264]"
52,260560,260571,n,36,"[3.965889e-06, 8.519482e-06, 1.15248e-05, 1.714135e-05, 3.310679e-05, 4.213003e-05, 5.235293e-05, 6.533224e-05, 8.385086e-05, 0.0001052605, 0.0001557329, 0.0002048933, 0.0002761105, 0.0004148683, 0.0005887048, 0.0008511059, 0.00127096, 0.001764869, 0.002366045, 0.003221747, 0.00433655, 0.005726419, 0.007556778, 0.009800694, 0.01153804, 0.01299527, 0.01613225, 0.02007479, 0.02491276, 0.03078075, 0.03707196, 0.04364869, 0.04935924, 0.05337495, 0.0501568, 0.01409387]"
53,260560,260572,n,36,"[0.00026133, 0.0002766464, 0.0002839878, 0.0002965642, 0.0003275721, 0.0003435859, 0.0003611423, 0.0003828699, 0.0004128763, 0.0004473925, 0.0005270486, 0.0006033132, 0.0007122383, 0.0009206938, 0.001178314, 0.00155936, 0.002155309, 0.002850234, 0.00368784, 0.004866413, 0.006390208, 0.008271155, 0.01072527, 0.01369592, 0.01596939, 0.01785703, 0.02183537, 0.02675387, 0.03247723, 0.03901467, 0.04563456, 0.05151716, 0.05564383, 0.05560815, 0.04287663, 0.0001186608]"
54,260560,260573,n,36,"[0.0002612381, 0.0002765388, 0.0002838727, 0.0002964365, 0.000327419, 0.0003434215, 0.0003609659, 0.0003826791, 0.0004126679, 0.0004471641, 0.0005267744, 0.0006029953, 0.0007118555, 0.0009201809, 0.001177622, 0.001558368, 0.002153786, 0.00284806, 0.003684861, 0.004862274, 0.006384573, 0.008263674, 0.01071531, 0.01368265, 0.01595334, 0.01783828, 0.02180916, 0.02671668, 0.03241987, 0.03892218, 0.04549467, 0.05130388, 0.05534687, 0.05518619, 0.04196511, 4.337225e-05]"
55,260560,260574,n,36,"[0.00187566, 0.001889239, 0.001894459, 0.001902434, 0.001917707, 0.001924324, 0.001931219, 0.001939493, 0.001950621, 0.001963365, 0.001991939, 0.002018639, 0.002055162, 0.002121095, 0.002198544, 0.002304695, 0.002459306, 0.00263485, 0.002842811, 0.003133972, 0.003515239, 0.003981995, 0.004618599, 0.005411944, 0.006030624, 0.006554599, 0.007705048, 0.009146842, 0.01089348, 0.01298514, 0.01518392, 0.01735102, 0.01911331, 0.01986905, 0.01465655, 2.798228e-06]"
56,260560,260575,n,35,"[0.0002588999, 0.0002737859, 0.0002809336, 0.0002931925, 0.0003235181, 0.0003392258, 0.0003564693, 0.0003778323, 0.000407373, 0.00044136, 0.000519806, 0.0005949209, 0.0007021138, 0.0009070323, 0.001159919, 0.001533062, 0.002114999, 0.00279285, 0.003609327, 0.004757631, 0.006242584, 0.008075663, 0.01046489, 0.01334651, 0.01554353, 0.01735708, 0.02113148, 0.02574659, 0.03090362, 0.03647086, 0.04179924, 0.04575295, 0.04776795, 0.04486184, 0.01520829]"
57,260560,260576,n,35,"[0.000105481, 0.0001128655, 0.000117375, 0.0001255983, 0.0001478908, 0.0001599925, 0.0001734131, 0.0001900769, 0.0002129022, 0.0002391167, 0.0002978904, 0.000352805, 0.0004280673, 0.0005643133, 0.0007232549, 0.0009350549, 0.00121493, 0.001516504, 0.001838841, 0.002217505, 0.002636344, 0.003062376, 0.003529019, 0.004006189, 0.004317964, 0.004556481, 0.004970007, 0.005410654, 0.005703247, 0.005832709, 0.005781284, 0.005236419, 0.004318769, 0.002238351, 0.000265996]"
58,260560,260577,n,35,"[0.0003680812, 0.0003716652, 0.0003753284, 0.0003827679, 0.000406602, 0.000421015, 0.0004377326, 0.0004593229, 0.000490711, 0.0005270979, 0.0006131032, 0.000697046, 0.0008174535, 0.001049151, 0.001334692, 0.001753631, 0.00239752, 0.003142586, 0.004030476, 0.00526181, 0.006839249, 0.008774399, 0.01131497, 0.01444583, 0.01688483, 0.01895048, 0.02348604, 0.02922791, 0.03627904, 0.04442166, 0.05244538, 0.05879049, 0.06242364, 0.05876112, 0.01894928]"
59,260560,260578,n,35,"[0.0002574261, 0.0002720484, 0.0002790791, 0.0002911472, 0.0003210629, 0.0003365883, 0.000353646, 0.0003747929, 0.0004040569, 0.0004377294, 0.0005154526, 0.0005898776, 0.0006960239, 0.0008987899, 0.001148799, 0.001517149, 0.002090707, 0.002758414, 0.003562434, 0.004693018, 0.006155261, 0.007960306, 0.01031071, 0.01313772, 0.01528702, 0.01705347, 0.02069489, 0.02511139, 0.02989621, 0.03483954, 0.03936388, 0.04220848, 0.04309314, 0.03873744, 0.008603158]"
60,260560,260579,n,35,"[7.362151e-06, 1.565932e-05, 2.107407e-05, 3.115677e-05, 5.961093e-05, 7.559132e-05, 9.36328e-05, 0.0001164493, 0.0001487544, 0.0001860559, 0.0002729587, 0.0003568058, 0.0004763904, 0.0007048275, 0.0009853167, 0.001394849, 0.002021753, 0.002746125, 0.003608204, 0.004800275, 0.006319839, 0.00816581, 0.0105263, 0.01331517, 0.01540322, 0.0171008, 0.02051711, 0.0245953, 0.02878207, 0.03281347, 0.03620685, 0.03747877, 0.03662103, 0.02986621, 0.005150523]"
61,260560,260580,n,34,"[7.306553e-06, 1.552539e-05, 2.087936e-05, 3.084228e-05, 5.891909e-05, 7.466961e-05, 9.244211e-05, 0.000114907, 0.0001466872, 0.0001833774, 0.0002687428, 0.0003510181, 0.0004681241, 0.0006912428, 0.0009644505, 0.001361586, 0.00196679, 0.002664936, 0.003495407, 0.00464374, 0.006108366, 0.007886713, 0.01015253, 0.01280511, 0.01477199, 0.01634944, 0.01942477, 0.02299526, 0.02626044, 0.02883966, 0.03048835, 0.02971841, 0.02698731, 0.01463506]"
62,260560,260581,n,34,"[0.0002528965, 0.0002666995, 0.0002733719, 0.0002848596, 0.0003135476, 0.0003285302, 0.0003450341, 0.0003655348, 0.0003939667, 0.0004266923, 0.00050222, 0.0005745351, 0.0006774718, 0.000873613, 0.001114742, 0.001468328, 0.002016431, 0.002653509, 0.003420564, 0.004499645, 0.0058963, 0.007619071, 0.009850808, 0.01250185, 0.01449184, 0.01609823, 0.01927732, 0.02300069, 0.02651268, 0.0294406, 0.03154024, 0.03153035, 0.02953386, 0.01508204]"
63,260560,260582,n,34,"[0.0001562076, 0.0001676742, 0.0001741314, 0.0001857266, 0.0002166704, 0.0002334602, 0.0002521668, 0.000275561, 0.0003081398, 0.0003456588, 0.0004317156, 0.0005136918, 0.0006288971, 0.0008447582, 0.001105222, 0.00147465, 0.002018226, 0.002635772, 0.003354613, 0.004319459, 0.005521005, 0.006938686, 0.008699169, 0.01070553, 0.01215673, 0.01330137, 0.01544468, 0.01785549, 0.01978634, 0.02094286, 0.02125773, 0.01954616, 0.01631064, 0.006330053]"
64,260560,260583,n,34,"[7.285731e-06, 1.547518e-05, 2.080635e-05, 3.072444e-05, 5.866076e-05, 7.432588e-05, 9.199864e-05, 0.0001143332, 0.0001459182, 0.0001823808, 0.0002671701, 0.0003488537, 0.0004650245, 0.000686133, 0.0009565995, 0.001349111, 0.001946364, 0.00263497, 0.003453998, 0.004586539, 0.006031251, 0.007784906, 0.01001525, 0.01261433, 0.01453212, 0.01606047, 0.01899477, 0.02235525, 0.025249, 0.02727689, 0.02830616, 0.02691939, 0.02327568, 0.007968086]"
65,260560,260584,n,34,"[0.0001545486, 0.0001655699, 0.0001718144, 0.0001830523, 0.0002131675, 0.0002295544, 0.0002478302, 0.0002706997, 0.0003025579, 0.0003392482, 0.0004233111, 0.0005033141, 0.0006154956, 0.0008250651, 0.001077182, 0.001433056, 0.001954382, 0.002545703, 0.003233739, 0.004157352, 0.005308334, 0.006665101, 0.00833849, 0.01021473, 0.01154732, 0.0125738, 0.01437972, 0.01629633, 0.01740249, 0.01743313, 0.01658652, 0.01395428, 0.009681423, 0.0006681904]"
66,260560,260585,n,34,"[1.40417e-06, 3.004431e-06, 4.054691e-06, 6.013528e-06, 1.155836e-05, 1.468311e-05, 1.822027e-05, 2.270955e-05, 2.911681e-05, 3.652469e-05, 5.399535e-05, 7.101711e-05, 9.561216e-05, 0.0001433779, 0.0002028536, 0.0002915854, 0.0004310932, 0.0005940558, 0.0007911114, 0.0010698, 0.001432274, 0.001883474, 0.002473539, 0.003180069, 0.00371388, 0.004143551, 0.004987834, 0.005964671, 0.006834697, 0.007498968, 0.0079582, 0.007964584, 0.006775955, 0.0004662652]"
67,260560,260586,n,34,"[0.0002486, 0.0002616178, 0.0002679546, 0.0002789028, 0.0003064679, 0.0003209579, 0.00033696, 0.0003568735, 0.0003845388, 0.0004163901, 0.0004898586, 0.0005601696, 0.0006600443, 0.000849835, 0.001082529, 0.001422351, 0.001947462, 0.002557219, 0.003291547, 0.004325273, 0.005663657, 0.007311162, 0.009426447, 0.01189099, 0.01370413, 0.01513061, 0.01778213, 0.02072213, 0.02289587, 0.02397559, 0.024145, 0.02243455, 0.01741789, 0.000911055]"
68,260560,260587,n,34,"[0.0001663785, 0.0001723897, 0.0001768389, 0.0001853836, 0.0002107309, 0.0002254175, 0.0002421941, 0.000263603, 0.0002942431, 0.0003296785, 0.0004124976, 0.0004926103, 0.0006065078, 0.0008231928, 0.001087734, 0.001470416, 0.002051261, 0.002720429, 0.003516568, 0.004619702, 0.006034164, 0.007767994, 0.0100186, 0.01270902, 0.0147417, 0.01638366, 0.01963741, 0.02339662, 0.02662476, 0.02870878, 0.02977211, 0.02919802, 0.02325218, 0.0004019453]"
69,260560,260588,n,34,"[7.203675e-06, 1.527656e-05, 2.051772e-05, 3.025908e-05, 5.764438e-05, 7.29769e-05, 9.026193e-05, 0.0001120901, 0.0001429144, 0.0001784905, 0.0002610155, 0.0003403593, 0.0004528142, 0.0006658915, 0.0009254458, 0.001299738, 0.001866453, 0.002518808, 0.003294752, 0.004368266, 0.005738019, 0.007396259, 0.009480559, 0.01184817, 0.01354778, 0.01485598, 0.01715139, 0.01957448, 0.02092426, 0.02091869, 0.01991481, 0.01691199, 0.01060027, 3.710539e-05]"
70,260560,260589,n,34,"[0.0002470738, 0.0002598108, 0.0002660297, 0.0002767896, 0.0003039652, 0.0003182857, 0.0003341147, 0.0003538248, 0.0003812222, 0.0004127676, 0.0004855108, 0.0005551123, 0.0006538975, 0.0008414165, 0.001071084, 0.001405988, 0.001923102, 0.002523475, 0.003246733, 0.004265243, 0.00558374, 0.00720465, 0.009276284, 0.01166778, 0.0134101, 0.01476464, 0.01720566, 0.01983936, 0.02153091, 0.02202842, 0.0216597, 0.01950593, 0.0129349, 2.149856e-05]"
71,260560,260590,n,33,"[0.0001652784, 0.0001637771, 0.0001647981, 0.0001675177, 0.0001785736, 0.0001858574, 0.0001944894, 0.0002057851, 0.000222405, 0.0002417052, 0.0002875118, 0.0003323644, 0.0003968641, 0.0005213783, 0.0006754602, 0.0009033732, 0.00125978, 0.001675471, 0.002178132, 0.002889668, 0.003816818, 0.004973112, 0.006493602, 0.008324875, 0.009715471, 0.01083429, 0.01302996, 0.01553746, 0.01757724, 0.01876434, 0.01932723, 0.01895668, 0.01185777]"
72,260560,260560,nc,33,"[0.2914385, 0.3487743, 0.3770664, 0.4255239, 0.5411099, 0.5954893, 0.653036, 0.7199618, 0.7931256, 0.8736982, 1.010357, 1.102406, 1.188627, 1.242465, 1.272142, 1.27567, 1.272062, 1.264379, 1.251731, 1.2297, 1.198428, 1.14876, 1.087328, 1.01074, 0.9488155, 0.8992077, 0.8031144, 0.6821903, 0.5411666, 0.4003443, 0.2658441, 0.1398647, 0.03020852]"
73,260560,260570,γ,175,"[0.000556345, 0.0006331518, 0.0006499873, 0.000669865, 0.0006874369, 0.0007060227, 0.0007090429, 0.0006939925, 0.0006807166, 0.0006667616, 0.0006374347, 0.0006109566, 0.0005783037, 0.0005276539, 0.0004781713, 0.0004349017, 0.0004049553, 0.0003837663, 0.0003692665, 0.0003716195, 0.0003905393, 0.0003986203, 0.0004126193, 0.0004335268, 0.0004513283, 0.0004658771, 0.0004953659, 0.0005309697, 0.0005769861, 0.000637682, 0.0007042509, 0.0007874979, 0.0008797646, 0.00100621, 0.001205598, 0.001461272, 0.001571267, 0.001645248, 0.001719123, 0.00174165, 0.001792628, 0.001743363, 0.001706937, 0.001693535, 0.001693507, 0.001696723, 0.001703032, 0.001719909, 0.001788547, 0.001734441, 0.001693291, 0.001665494, 0.001645236, 0.001632373, 0.00162944, 0.001636316, 0.001648166, 0.001667498, 0.001696746, 0.001737292, 0.001790063, 0.001914389, 0.002116613, 0.002436294, 0.003149034, 0.006400633, 0.008584202, 0.006945428, 0.004685422, 0.007115108, 0.007350897, 0.006164858, 0.004884692, 0.006114868, 0.005060496, 0.00531757, 0.005063839, 0.003546062, 0.002868317, 0.006261781, 0.006116073, 0.005204465, 0.006270806, 0.0002058321, 0.0002152078, 0.006787103, 0.007450671, 0.00341679, 0.005920123, 0.009151594, 0.005103318, 0.00673501, 0.007509676, 0.005486404, 0.008569072, 0.009484925, 0.003759423, 0.002243535, 0.00172664, 0.008651868, 0.00593223, 0.01240855, 0.001807328, 0.006961395, 0.008971056, 0.0178772, 0.005291586, 0.03541784, 0.01267895, 0.0003584423, 0.01332634, 0.00786967, 0.009508562, 0.008197795, 0.01091551, 0.02881246, 0.008653525, 0.05225415, 0.01822324, 0.006291371, 0.003288323, 0.002429828, 0.02061811, 0.001589613, 0.001303302, 0.0006959846, 0.0004366689, 0.0004717529, 0.0005643841, 0.0007457567, 0.001021354, 0.001325058, 0.001563771, 0.001785818, 0.002038745, 0.002248306, 0.002400729, 0.006013067, 0.003005912, 0.003760366, 0.005581804, 0.7181577, 0.008486896, 0.01044994, 0.01285879, 0.01562127, 0.01873696, 0.02223301, 0.02614114, 0.03050154, 0.03538032, 0.0408365, 0.04694129, 0.05380671, 0.0615161, 0.07019138, 0.07998369, 0.09101448, 0.103473, 0.1175648, 0.1334751, 0.1514891, 0.1718905, 0.1949326, 0.2210631, 0.2506852, 0.2841124, 0.3220309, 0.3648738, 0.4134485, 0.4685704, 0.5310373, 0.6018011, 1.158853, 2.415264]"
74,260560,250560,p,39,"[0.05858696, 0.07157095, 0.07727955, 0.08611204, 0.1021978, 0.1072273, 0.1109086, 0.1135827, 0.114231, 0.1144377, 0.1121299, 0.1077288, 0.1021286, 0.09309632, 0.08441145, 0.07661247, 0.06982124, 0.06389686, 0.05816828, 0.05223141, 0.04573715, 0.03931758, 0.03363539, 0.02831443, 0.02487228, 0.02220015, 0.01737362, 0.01170965, 0.006575153, 0.003430954, 0.001416008, 0.000649561, 0.0002497338, 7.160144e-05, 2.948795e-06, 9.066513e-09, 2.38504e-11, 1.03949e-11, 5.96419e-13]"
75,260560,250550,d,21,"[0.02358934, 0.01759785, 0.0157085, 0.01299343, 0.008567457, 0.00713202, 0.005951313, 0.004873752, 0.003994004, 0.00309099, 0.001813114, 0.001224101, 0.0006665186, 0.0002964052, 6.909602e-05, 1.25623e-05, 1.58787e-06, 5.72875e-07, 4.940136e-09, 1.73367e-11, 4.81298e-13]"
76,260560,250540,t,13,"[0.0007496522, 0.0001899726, 0.0001123452, 4.41053e-05, 3.714456e-06, 9.695009e-07, 2.25454e-07, 4.596615e-08, 1.079376e-08, 5.505869e-09, 1.85383e-14, 6.66418e-15, 1.22215e-16]"
77,260560,240540,3He,15,"[4.094764e-06, 2.350514e-07, 1.261138e-07, 4.475534e-08, 2.974642e-09, 6.90319e-10, 1.55459e-10, 3.74696e-11, 1.24642e-11, 6.36332e-12, 9.90191e-15, 7.96405e-15, 5.76492e-15, 2.95384e-15, 4.80871e-16]"
